"","ceRNA","log_rank_p","cancer","sur_sig"
"3567","MSC-AS1-MIR302A-IFNAR2",0.096386760815946,"TGCT","no_sig"
"3568","MSC-AS1-MIR302A-IGF1",0.288043116257787,"TGCT","no_sig"
"3569","MSC-AS1-MIR302A-MICA",0.00714393252449341,"TGCT","sig"
"3570","MSC-AS1-MIR302A-NR1D2",0.270785924663205,"TGCT","no_sig"
"3571","MSC-AS1-MIR302A-TLR7",0.10166567803918,"TGCT","no_sig"
"3572","MSC-AS1-MIR302A-TXK",0.0996997003280864,"TGCT","no_sig"
"3573","MSC-AS1-MIR302B-IFNAR2",0.29029061280304,"TGCT","no_sig"
"3574","MSC-AS1-MIR302B-TXK",0.0336645166215477,"TGCT","sig"
"3575","MSC-AS1-MIR302C-ADA2",0.275018243279227,"TGCT","no_sig"
"3576","MSC-AS1-MIR302C-CCL5",0.258949260681863,"TGCT","no_sig"
"3577","MSC-AS1-MIR302C-CD28",0.636132290036608,"TGCT","no_sig"
"3578","MSC-AS1-MIR302C-ESR1",0.952059919540508,"TGCT","no_sig"
"3579","MSC-AS1-MIR302C-IFNAR2",0.263615092350393,"TGCT","no_sig"
"3580","MSC-AS1-MIR302C-IGF1R",0.109747258732936,"TGCT","no_sig"
"3581","MSC-AS1-MIR302C-IL6ST",0.959360626211294,"TGCT","no_sig"
"3582","MSC-AS1-MIR302C-MALT1",0.566771648520307,"TGCT","no_sig"
"3583","MSC-AS1-MIR302C-NR1D2",0.105216684556808,"TGCT","no_sig"
"3584","MSC-AS1-MIR302C-PPARD",0.288354134363282,"TGCT","no_sig"
"3585","MSC-AS1-MIR302C-TLR7",0.102736425521647,"TGCT","no_sig"
"3586","MSC-AS1-MIR302C-TXK",0.268281349749091,"TGCT","no_sig"
"3587","MSC-AS1-MIR302D-CCL5",0.258949260681863,"TGCT","no_sig"
"3588","MSC-AS1-MIR302D-CD28",0.57591632837054,"TGCT","no_sig"
"3589","MSC-AS1-MIR302D-ESR1",0.596365926160523,"TGCT","no_sig"
"3590","MSC-AS1-MIR302D-IFNAR2",0.113767511979926,"TGCT","no_sig"
"3591","MSC-AS1-MIR302D-IRF9",0.29029061280304,"TGCT","no_sig"
"3592","MSC-AS1-MIR302D-NR1D2",0.0333789880187513,"TGCT","sig"
"3593","MSC-AS1-MIR302D-TLR7",0.299197042642626,"TGCT","no_sig"
"3594","MSC-AS1-MIR302D-TXK",0.0336645166215477,"TGCT","sig"
"3595","MSC-AS1-MIR373-ACVR1B",0.0345385508477725,"TGCT","sig"
"3596","MSC-AS1-MIR373-CCL5",0.258949260681863,"TGCT","no_sig"
"3597","MSC-AS1-MIR373-CD28",0.283721740568032,"TGCT","no_sig"
"3598","MSC-AS1-MIR373-CD3D",0.279422119518845,"TGCT","no_sig"
"3599","MSC-AS1-MIR373-CREB1",0.106523206536277,"TGCT","no_sig"
"3600","MSC-AS1-MIR373-ESR1",0.0349629539560476,"TGCT","sig"
"3601","MSC-AS1-MIR373-IFNAR2",0.032855437978258,"TGCT","sig"
"3602","MSC-AS1-MIR373-JAK1",0.0332664617079347,"TGCT","sig"
"3603","MSC-AS1-MIR373-MICA",0.0078673827574034,"TGCT","sig"
"3604","MSC-AS1-MIR373-NR1D2",0.104282972825639,"TGCT","no_sig"
"3605","MSC-AS1-MIR373-NR2C2",0.00790339207742718,"TGCT","sig"
"3606","MSC-AS1-MIR373-RELA",0.104878721452164,"TGCT","no_sig"
"3607","MSC-AS1-MIR373-TLR7",0.0332664617079347,"TGCT","sig"
"3608","MSC-AS1-MIR373-TNFRSF13C",0.0336645166215477,"TGCT","sig"
"3609","MSC-AS1-MIR429-TBK1",0.00136689813463642,"TGCT","sig"
"3610","MSC-AS1-MIR520G-AKT3",0.288354134363281,"TGCT","no_sig"
"3611","MSC-AS1-MIR520G-CD28",0.566015989067679,"TGCT","no_sig"
"3612","MSC-AS1-MIR520G-RFXAP",0.111903158271535,"TGCT","no_sig"
"3613","MSC-AS1-MIR520G-TXK",0.00776401058664988,"TGCT","sig"
"3614","MSC-AS1-MIR520H-RFXAP",0.111903158271535,"TGCT","no_sig"
"3615","MYLK-AS1-MIR523-NFATC3",0.0307866671764433,"TGCT","sig"
"3616","NEAT1-MIR150-VEGFA",0.0349102749054082,"TGCT","sig"
"3617","NEAT1-MIR182-CCL22",0.0343920923980305,"TGCT","sig"
"3618","NEAT1-MIR182-NOX4",0.111436248465312,"TGCT","no_sig"
"3619","NEAT1-MIR182-RARG",0.00151123559478195,"TGCT","sig"
"3620","NEAT1-MIR182-S100A16",0.001263917379696,"TGCT","sig"
"3621","NEAT1-MIR25-C3",0.00679031829760579,"TGCT","sig"
"3622","NEAT1-MIR25-ENG",0.0315978806385324,"TGCT","sig"
"3623","NEAT1-MIR25-IL6ST",0.0307611739510725,"TGCT","sig"
"3624","NEAT1-MIR25-PDGFRL",0.0307611739510725,"TGCT","sig"
"3625","NEAT1-MIR25-ROBO1",0.0299345482131417,"TGCT","sig"
"3626","NEAT1-MIR25-S100A16",0.00716134836342941,"TGCT","sig"
"3627","NEAT1-MIR25-TANK",0.0307611739510725,"TGCT","sig"
"3628","NEAT1-MIR25-TLR3",0.0307611739510725,"TGCT","sig"
"3629","NEAT1-MIR25-TNFRSF10A",0.0307611739510725,"TGCT","sig"
"3630","NEAT1-MIR25-TNFSF10",0.0070490175484812,"TGCT","sig"
"3631","NIFK-AS1-MIR516B2-ANXA6",0.592953695003105,"TGCT","no_sig"
"3632","NIFK-AS1-MIR516B2-CBLB",0.0075220370117588,"TGCT","sig"
"3633","NIFK-AS1-MIR516B2-IL6ST",0.622644115803658,"TGCT","no_sig"
"3634","NIFK-AS1-MIR516B2-PLCG1",0.272334107514557,"TGCT","no_sig"
"3635","NNT-AS1-MIR302A-CCL5",0.0304213537462844,"TGCT","sig"
"3636","NNT-AS1-MIR302A-CD28",0.00157831546078757,"TGCT","sig"
"3637","NNT-AS1-MIR302A-IGF1",0.00154555015313151,"TGCT","sig"
"3638","NNT-AS1-MIR302A-NR1D2",0.00136689813463642,"TGCT","sig"
"3639","NNT-AS1-MIR302A-TXK",0.00152313566969486,"TGCT","sig"
"3640","NNT-AS1-MIR302B-TXK",0.00154555015313151,"TGCT","sig"
"3641","NNT-AS1-MIR302C-ADA2",0.00764632278849053,"TGCT","sig"
"3642","NNT-AS1-MIR302C-CCL5",0.0299947338369967,"TGCT","sig"
"3643","NNT-AS1-MIR302C-CD28",0.00149533146301473,"TGCT","sig"
"3644","NNT-AS1-MIR302C-IGF1R",0.00141420928265967,"TGCT","sig"
"3645","NNT-AS1-MIR302C-IL6ST",0.00141420928265967,"TGCT","sig"
"3646","NNT-AS1-MIR302C-MALT1",0.00146753442951009,"TGCT","sig"
"3647","NNT-AS1-MIR302C-NR1D2",0.00131578840485935,"TGCT","sig"
"3648","NNT-AS1-MIR302C-PPARD",0.00152181141462449,"TGCT","sig"
"3649","NNT-AS1-MIR302C-TXK",0.00149533146301473,"TGCT","sig"
"3650","NNT-AS1-MIR302D-CCL5",0.10182600754216,"TGCT","no_sig"
"3651","NNT-AS1-MIR302D-CD28",0.00154555015313151,"TGCT","sig"
"3652","NNT-AS1-MIR302D-IRF9",0.00154555015313151,"TGCT","sig"
"3653","NNT-AS1-MIR302D-NR1D2",0.00152181141462449,"TGCT","sig"
"3654","NNT-AS1-MIR302D-TXK",0.0016015404511952,"TGCT","sig"
"3655","NNT-AS1-MIR373-ACVR1B",0.0354221165922619,"TGCT","sig"
"3656","NNT-AS1-MIR373-CCL5",0.0304213537462844,"TGCT","sig"
"3657","NNT-AS1-MIR373-CD28",0.00825853113288644,"TGCT","sig"
"3658","NNT-AS1-MIR373-CREB1",0.00143975880123426,"TGCT","sig"
"3659","NNT-AS1-MIR373-JAK1",0.0088817700875331,"TGCT","sig"
"3660","NNT-AS1-MIR373-NR1D2",0.00149533146301473,"TGCT","sig"
"3661","NNT-AS1-MIR373-NR2C2",0.00144460883039699,"TGCT","sig"
"3662","NNT-AS1-MIR373-TNFRSF13C",0.00152181141462449,"TGCT","sig"
"3663","NNT-AS1-MIR516B2-CBLB",0.00155006710939098,"TGCT","sig"
"3664","NNT-AS1-MIR516B2-IL6ST",0.00146753442951009,"TGCT","sig"
"3665","NNT-AS1-MIR516B2-PLCG1",0.109371733025367,"TGCT","no_sig"
"3666","NNT-AS1-MIR518C-ACVR1B",0.0354221165922619,"TGCT","sig"
"3667","NNT-AS1-MIR518C-IGF1R",0.00141420928265967,"TGCT","sig"
"3668","NNT-AS1-MIR520G-AKT3",0.0015168990135388,"TGCT","sig"
"3669","NNT-AS1-MIR520G-CD28",0.00146753442951009,"TGCT","sig"
"3670","NNT-AS1-MIR520G-RFXAP",0.00143975880123426,"TGCT","sig"
"3671","NNT-AS1-MIR520G-TXK",0.00154555015313151,"TGCT","sig"
"3672","NOP14-AS1-MIR373-CREB1",0.284481246310574,"TGCT","no_sig"
"3673","NOP14-AS1-MIR373-ESR1",0.107240729145645,"TGCT","no_sig"
"3674","NOP14-AS1-MIR373-JAK1",0.10818233693337,"TGCT","no_sig"
"3675","NOP14-AS1-MIR373-MICA",0.0075220370117588,"TGCT","sig"
"3676","NOP14-AS1-MIR373-NR1D2",0.106523206536277,"TGCT","no_sig"
"3677","NOP14-AS1-MIR373-NR2C2",0.00802966111072023,"TGCT","sig"
"3678","NOP14-AS1-MIR373-NR2F2",0.00140873167899624,"TGCT","sig"
"3679","NOP14-AS1-MIR373-PTGDR2",0.107240729145645,"TGCT","no_sig"
"3680","NOP14-AS1-MIR373-RELA",0.102636393465845,"TGCT","no_sig"
"3681","NOP14-AS1-MIR373-TGFBR2",0.0075960509203632,"TGCT","sig"
"3682","NOP14-AS1-MIR373-TNFRSF13C",0.105904983391718,"TGCT","no_sig"
"3683","NORAD-MIR25-ENG",0.00133506637843284,"TGCT","sig"
"3684","NORAD-MIR25-IL6ST",0.00722889214054767,"TGCT","sig"
"3685","NORAD-MIR25-PDGFRL",0.00699253149092671,"TGCT","sig"
"3686","NORAD-MIR25-ROBO1",0.00134973565591179,"TGCT","sig"
"3687","NORAD-MIR25-S100A16",0.00138691939583091,"TGCT","sig"
"3688","NORAD-MIR25-TANK",0.00722889214054767,"TGCT","sig"
"3689","NORAD-MIR25-TLR3",0.00722889214054767,"TGCT","sig"
"3690","NORAD-MIR25-TNFRSF10A",0.00756683442652561,"TGCT","sig"
"3691","NORAD-MIR25-TNFSF10",0.00135613524001921,"TGCT","sig"
"3692","NORAD-MIR543-FAM3C",0.110478894741798,"TGCT","no_sig"
"3693","NORAD-MIR543-NRAS",0.110478894741798,"TGCT","no_sig"
"3694","NPTN-IT1-MIR302C-ESR1",0.268438177688248,"TGCT","no_sig"
"3695","NPTN-IT1-MIR302C-IGF1R",0.107472498999965,"TGCT","no_sig"
"3696","NPTN-IT1-MIR302C-IL6ST",0.569651684326157,"TGCT","no_sig"
"3697","NPTN-IT1-MIR302C-MALT1",0.57377791724754,"TGCT","no_sig"
"3698","NPTN-IT1-MIR302C-NR1D2",0.105216684556808,"TGCT","no_sig"
"3699","NPTN-IT1-MIR302C-PPARD",0.288354134363282,"TGCT","no_sig"
"3700","NPTN-IT1-MIR302C-TXK",0.275018243279227,"TGCT","no_sig"
"3701","NR2F1-AS1-MIR25-C3",0.00679031829760579,"TGCT","sig"
"3702","NR2F1-AS1-MIR25-ENG",0.0315978806385324,"TGCT","sig"
"3703","NR2F1-AS1-MIR25-IL6ST",0.0303305375667147,"TGCT","sig"
"3704","NR2F1-AS1-MIR25-PDGFRL",0.029602442590124,"TGCT","sig"
"3705","NR2F1-AS1-MIR25-ROBO1",0.0299345482131417,"TGCT","sig"
"3706","NR2F1-AS1-MIR25-S100A16",0.00716134836342941,"TGCT","sig"
"3707","NR2F1-AS1-MIR25-TANK",0.0307611739510725,"TGCT","sig"
"3708","NR2F1-AS1-MIR25-TLR3",0.0307611739510725,"TGCT","sig"
"3709","NR2F1-AS1-MIR25-TNFRSF10A",0.0303305375667147,"TGCT","sig"
"3710","NR2F1-AS1-MIR25-TNFSF10",0.0070490175484812,"TGCT","sig"
"3711","NR2F1-AS1-MIR320B2-MAPK3",0.0319456803423503,"TGCT","sig"
"3712","NR2F1-AS1-MIR320B2-THRB",0.00762935586280711,"TGCT","sig"
"3713","NUTM2B-AS1-MIR496-AKT1",0.280825642784172,"TGCT","no_sig"
"3714","NUTM2B-AS1-MIR496-NCK2",0.281326778970553,"TGCT","no_sig"
"3715","NUTM2B-AS1-MIR496-NFATC2",0.112643294758897,"TGCT","no_sig"
"3716","NUTM2B-AS1-MIR496-NR3C1",0.0327071769580889,"TGCT","sig"
"3717","NUTM2B-AS1-MIR496-SEMA5A",0.00148492683056578,"TGCT","sig"
"3718","NUTM2B-AS1-MIR515-1-NRG2",0.00774830918094271,"TGCT","sig"
"3719","OIP5-AS1-MIR126-IL6R",0.00764632278849053,"TGCT","sig"
"3720","OIP5-AS1-MIR126-PIK3CG",0.00136689813463642,"TGCT","sig"
"3721","OIP5-AS1-MIR141-HSP90AA1",0.261783215090195,"TGCT","no_sig"
"3722","OIP5-AS1-MIR141-HSPA4",0.10166567803918,"TGCT","no_sig"
"3723","OIP5-AS1-MIR141-MICB",0.0304213537462844,"TGCT","sig"
"3724","OIP5-AS1-MIR141-TXK",0.00720823295152051,"TGCT","sig"
"3725","OIP5-AS1-MIR181B1-NR6A1",0.00136689813463642,"TGCT","sig"
"3726","OIP5-AS1-MIR181B1-SH2D1A",0.00754445368015666,"TGCT","sig"
"3727","OIP5-AS1-MIR200A-HSPA4",0.10166567803918,"TGCT","no_sig"
"3728","OIP5-AS1-MIR200A-IL12RB2",0.00720823295152051,"TGCT","sig"
"3729","OIP5-AS1-MIR200B-CRLF3",0.00708864943244758,"TGCT","sig"
"3730","OIP5-AS1-MIR200B-IL12RB2",0.00720823295152051,"TGCT","sig"
"3731","OIP5-AS1-MIR200B-TBK1",0.00742163576394628,"TGCT","sig"
"3732","OIP5-AS1-MIR221-IL6R",0.00764632278849053,"TGCT","sig"
"3733","OIP5-AS1-MIR376B-CXCR6",0.030927805977558,"TGCT","sig"
"3734","OIP5-AS1-MIR429-TBK1",0.00730713176695807,"TGCT","sig"
"3735","OIP5-AS1-MIR561-NR6A1",0.00136689813463642,"TGCT","sig"
"3736","OLMALINC-MIR516B2-ANXA6",0.998907902404385,"TGCT","no_sig"
"3737","OLMALINC-MIR516B2-CBLB",0.0075220370117588,"TGCT","sig"
"3738","OLMALINC-MIR516B2-IL6ST",0.558743830482531,"TGCT","no_sig"
"3739","OLMALINC-MIR516B2-PLCG1",0.276902814800003,"TGCT","no_sig"
"3740","OLMALINC-MIR518C-ACVR1B",0.0336645166215477,"TGCT","sig"
"3741","OLMALINC-MIR518C-AKT1",0.283231463627843,"TGCT","no_sig"
"3742","OLMALINC-MIR518C-ANXA6",0.592953695003105,"TGCT","no_sig"
"3743","OLMALINC-MIR518C-IGF1R",0.108564626891885,"TGCT","no_sig"
"3744","OLMALINC-MIR518D-ACVR1B",0.0336645166215477,"TGCT","sig"
"3745","PAX8-AS1-MIR23B-TXK",0.0341669834092216,"TGCT","sig"
"3746","PAX8-AS1-MIR561-NR6A1",0.00146753442951009,"TGCT","sig"
"3747","PINK1-AS-MIR150-VEGFA",0.0341141834861695,"TGCT","sig"
"3748","PSMA3-AS1-MIR302A-CD28",0.646969172980115,"TGCT","no_sig"
"3749","PSMA3-AS1-MIR302A-ESR1",0.263103182328432,"TGCT","no_sig"
"3750","PSMA3-AS1-MIR302A-IFNAR2",0.252366146285616,"TGCT","no_sig"
"3751","PSMA3-AS1-MIR302A-IGF1",0.114984003401733,"TGCT","no_sig"
"3752","PSMA3-AS1-MIR302A-MICA",0.00714393252449341,"TGCT","sig"
"3753","PSMA3-AS1-MIR302A-NR1D2",0.102980007889527,"TGCT","no_sig"
"3754","PSMA3-AS1-MIR302A-TXK",0.101907278425165,"TGCT","no_sig"
"3755","PSMA3-AS1-MIR302B-IFNAR2",0.27861633248801,"TGCT","no_sig"
"3756","PSMA3-AS1-MIR302B-TXK",0.0333009394535115,"TGCT","sig"
"3757","PSMA3-AS1-MIR302C-CD28",0.319234041983491,"TGCT","no_sig"
"3758","PSMA3-AS1-MIR302C-ESR1",0.555396641144393,"TGCT","no_sig"
"3759","PSMA3-AS1-MIR302C-IFNAR2",0.555396641144393,"TGCT","no_sig"
"3760","PSMA3-AS1-MIR302C-IGF1R",0.109747258732936,"TGCT","no_sig"
"3761","PSMA3-AS1-MIR302C-IL6ST",0.967563220955449,"TGCT","no_sig"
"3762","PSMA3-AS1-MIR302C-MALT1",0.960261154279925,"TGCT","no_sig"
"3763","PSMA3-AS1-MIR302C-NR1D2",0.105216684556808,"TGCT","no_sig"
"3764","PSMA3-AS1-MIR302C-PPARD",0.288354134363282,"TGCT","no_sig"
"3765","PSMA3-AS1-MIR302C-TXK",0.265948184077701,"TGCT","no_sig"
"3766","PSMA3-AS1-MIR302D-CD28",0.958458237367078,"TGCT","no_sig"
"3767","PSMA3-AS1-MIR302D-ESR1",0.287872065282752,"TGCT","no_sig"
"3768","PSMA3-AS1-MIR302D-IFNAR2",0.294484646274381,"TGCT","no_sig"
"3769","PSMA3-AS1-MIR302D-IRF9",0.586629222164376,"TGCT","no_sig"
"3770","PSMA3-AS1-MIR302D-NR1D2",0.0325257418774145,"TGCT","sig"
"3771","PSMA3-AS1-MIR302D-TXK",0.0336645166215477,"TGCT","sig"
"3772","PSMA3-AS1-MIR373-ACVR1B",0.0345385508477725,"TGCT","sig"
"3773","PSMA3-AS1-MIR373-CD28",0.971826722194024,"TGCT","no_sig"
"3774","PSMA3-AS1-MIR373-CREB1",0.279890712709681,"TGCT","no_sig"
"3775","PSMA3-AS1-MIR373-ESR1",0.0331754639686612,"TGCT","sig"
"3776","PSMA3-AS1-MIR373-IFNAR2",0.032855437978258,"TGCT","sig"
"3777","PSMA3-AS1-MIR373-JAK1",0.10405303240388,"TGCT","no_sig"
"3778","PSMA3-AS1-MIR373-MICA",0.0075220370117588,"TGCT","sig"
"3779","PSMA3-AS1-MIR373-NR1D2",0.104282972825639,"TGCT","no_sig"
"3780","PSMA3-AS1-MIR373-NR2C2",0.00802966111072023,"TGCT","sig"
"3781","PSMA3-AS1-MIR373-NR2F2",0.00140873167899624,"TGCT","sig"
"3782","PSMA3-AS1-MIR373-PTGDR2",0.0327654072595276,"TGCT","sig"
"3783","PSMA3-AS1-MIR373-RELA",0.103807468191295,"TGCT","no_sig"
"3784","PSMA3-AS1-MIR373-TGFBR2",0.0075960509203632,"TGCT","sig"
"3785","PSMA3-AS1-MIR373-TNFRSF13C",0.105904983391718,"TGCT","no_sig"
"3786","PSMA3-AS1-MIR496-AKT1",0.283231463627843,"TGCT","no_sig"
"3787","PSMA3-AS1-MIR496-NCK2",0.281326778970553,"TGCT","no_sig"
"3788","PSMA3-AS1-MIR496-NFATC2",0.27809620388999,"TGCT","no_sig"
"3789","PSMA3-AS1-MIR496-NR3C1",0.107926737477571,"TGCT","no_sig"
"3790","PSMA3-AS1-MIR496-SEMA5A",0.00143057498832444,"TGCT","sig"
"3791","PSMA3-AS1-MIR519D-ACVR1B",0.0336645166215477,"TGCT","sig"
"3792","PSMA3-AS1-MIR519D-F2R",0.582965044498927,"TGCT","no_sig"
"3793","PSMA3-AS1-MIR519D-IFNAR2",0.303031027582135,"TGCT","no_sig"
"3794","PSMA3-AS1-MIR519D-JAK1",0.962397189746615,"TGCT","no_sig"
"3795","PSMA3-AS1-MIR519D-MAP3K14",0.950833331454191,"TGCT","no_sig"
"3796","PSMA3-AS1-MIR519D-NR2C2",0.00800953344030553,"TGCT","sig"
"3797","PSMA3-AS1-MIR519D-NR3C1",0.107926737477571,"TGCT","no_sig"
"3798","PSMA3-AS1-MIR519D-RFXANK",0.0315978806385324,"TGCT","sig"
"3799","PSMA3-AS1-MIR519D-RFXAP",0.0341669834092216,"TGCT","sig"
"3800","PSMA3-AS1-MIR519D-RORA",0.00680833507639655,"TGCT","sig"
"3801","PSMA3-AS1-MIR520F-IL6ST",0.959035609993812,"TGCT","no_sig"
"3802","PSMA3-AS1-MIR520F-MALT1",0.108422025222594,"TGCT","no_sig"
"3803","PSMA3-AS1-MIR520F-NR2C2",0.0341669834092216,"TGCT","sig"
"3804","PSMA3-AS1-MIR520F-PPARD",0.115210939154443,"TGCT","no_sig"
"3805","PSMA3-AS1-MIR520G-AKT3",0.965758709846787,"TGCT","no_sig"
"3806","PSMA3-AS1-MIR520G-CD28",0.259461086332318,"TGCT","no_sig"
"3807","PSMA3-AS1-MIR520G-RFXAP",0.111903158271535,"TGCT","no_sig"
"3808","PSMA3-AS1-MIR520G-TXK",0.0312502764005198,"TGCT","sig"
"3809","PSMA3-AS1-MIR520H-RFXAP",0.111903158271535,"TGCT","no_sig"
"3810","PSMB8-AS1-MIR382-CD244",0.263615092350393,"TGCT","no_sig"
"3811","PSMB8-AS1-MIR98-C3",0.00725759639235379,"TGCT","sig"
"3812","PSMB8-AS1-MIR98-CXCL2",0.276407048998844,"TGCT","no_sig"
"3813","PSMB8-AS1-MIR98-IL32",0.606424590049485,"TGCT","no_sig"
"3814","PSMB8-AS1-MIRLET7I-LYN",0.998052243301691,"TGCT","no_sig"
"3815","PSMG3-AS1-MIR25-C3",0.00679031829760579,"TGCT","sig"
"3816","PSMG3-AS1-MIR25-ENG",0.0315978806385324,"TGCT","sig"
"3817","PSMG3-AS1-MIR25-IL6ST",0.0303305375667147,"TGCT","sig"
"3818","PSMG3-AS1-MIR25-PDGFRL",0.029602442590124,"TGCT","sig"
"3819","PSMG3-AS1-MIR25-ROBO1",0.0299345482131417,"TGCT","sig"
"3820","PSMG3-AS1-MIR25-S100A16",0.00716134836342941,"TGCT","sig"
"3821","PSMG3-AS1-MIR25-TANK",0.0307611739510725,"TGCT","sig"
"3822","PSMG3-AS1-MIR25-TLR3",0.029602442590124,"TGCT","sig"
"3823","PSMG3-AS1-MIR25-TNFRSF10A",0.0303305375667147,"TGCT","sig"
"3824","PSMG3-AS1-MIR25-TNFSF10",0.0070490175484812,"TGCT","sig"
"3825","PVT1-MIR186-F2RL1",0.10024893305922,"TGCT","no_sig"
"3826","PVT1-MIR186-MLN",0.573028649410668,"TGCT","no_sig"
"3827","PVT1-MIR186-PPIA",0.541197095910743,"TGCT","no_sig"
"3828","PVT1-MIR186-PSMD13",0.590510386560409,"TGCT","no_sig"
"3829","PVT1-MIR186-PSMD4",0.101574774739091,"TGCT","no_sig"
"3830","PVT1-MIR26B-ADM",0.116117677097184,"TGCT","no_sig"
"3831","PVT1-MIR26B-ADM2",0.287552862672487,"TGCT","no_sig"
"3832","PVT1-MIR26B-ARRB1",0.0941386965950949,"TGCT","no_sig"
"3833","PVT1-MIR26B-FGF2",0.111519118976686,"TGCT","no_sig"
"3834","PVT1-MIR26B-LIF",0.0078673827574034,"TGCT","sig"
"3835","PVT1-MIR26B-MANF",0.0331559823911706,"TGCT","sig"
"3836","PVT1-MIR26B-PAK1",0.935334620567595,"TGCT","no_sig"
"3837","PVT1-MIR26B-S100P",0.0349102749054082,"TGCT","sig"
"3838","RASSF8-AS1-MIR342-CANX",0.0932823770150981,"TGCT","no_sig"
"3839","RASSF8-AS1-MIR342-IKBKG",0.0345385508477725,"TGCT","sig"
"3840","RASSF8-AS1-MIR342-IREB2",0.00742163576394628,"TGCT","sig"
"3841","RASSF8-AS1-MIR342-ROBO2",0.0345385508477725,"TGCT","sig"
"3842","RFX3-AS1-MIR302A-ESR1",0.256811213107144,"TGCT","no_sig"
"3843","RFX3-AS1-MIR302A-IGF1",0.114984003401733,"TGCT","no_sig"
"3844","RFX3-AS1-MIR302A-MICA",0.00714393252449341,"TGCT","sig"
"3845","RFX3-AS1-MIR302A-NR1D2",0.102980007889527,"TGCT","no_sig"
"3846","RFX3-AS1-MIR302A-TLR7",0.545094386862537,"TGCT","no_sig"
"3847","RFX3-AS1-MIR302C-ESR1",0.555396641144393,"TGCT","no_sig"
"3848","RFX3-AS1-MIR302C-IGF1R",0.109747258732936,"TGCT","no_sig"
"3849","RFX3-AS1-MIR302C-IL6ST",0.967563220955449,"TGCT","no_sig"
"3850","RFX3-AS1-MIR302C-MALT1",0.960261154279925,"TGCT","no_sig"
"3851","RFX3-AS1-MIR302C-NR1D2",0.105216684556808,"TGCT","no_sig"
"3852","RFX3-AS1-MIR302C-PPARD",0.288354134363282,"TGCT","no_sig"
"3853","RFX3-AS1-MIR302C-TLR7",0.959360626211294,"TGCT","no_sig"
"3854","RFX3-AS1-MIR302D-ESR1",0.287872065282752,"TGCT","no_sig"
"3855","RFX3-AS1-MIR302D-IRF9",0.586629222164376,"TGCT","no_sig"
"3856","RFX3-AS1-MIR302D-NR1D2",0.0325257418774145,"TGCT","sig"
"3857","RFX3-AS1-MIR302D-TLR7",0.113767511979926,"TGCT","no_sig"
"3858","RFX3-AS1-MIR373-ACVR1B",0.0345385508477725,"TGCT","sig"
"3859","RFX3-AS1-MIR373-CREB1",0.279890712709681,"TGCT","no_sig"
"3860","RFX3-AS1-MIR373-ESR1",0.0336297211372308,"TGCT","sig"
"3861","RFX3-AS1-MIR373-JAK1",0.106299303393166,"TGCT","no_sig"
"3862","RFX3-AS1-MIR373-MICA",0.0075220370117588,"TGCT","sig"
"3863","RFX3-AS1-MIR373-NR1D2",0.275325589929114,"TGCT","no_sig"
"3864","RFX3-AS1-MIR373-NR2C2",0.00802966111072023,"TGCT","sig"
"3865","RFX3-AS1-MIR373-NR2F2",0.00140873167899624,"TGCT","sig"
"3866","RFX3-AS1-MIR373-PTGDR2",0.0327654072595276,"TGCT","sig"
"3867","RFX3-AS1-MIR373-RELA",0.103807468191295,"TGCT","no_sig"
"3868","RFX3-AS1-MIR373-TGFBR2",0.0075960509203632,"TGCT","sig"
"3869","RFX3-AS1-MIR373-TLR7",0.032855437978258,"TGCT","sig"
"3870","RFX3-AS1-MIR373-TNFRSF13C",0.105904983391718,"TGCT","no_sig"
"3871","RFX3-AS1-MIR519D-ACVR1B",0.0336645166215477,"TGCT","sig"
"3872","RFX3-AS1-MIR519D-F2R",0.582965044498927,"TGCT","no_sig"
"3873","RFX3-AS1-MIR519D-JAK1",0.962397189746615,"TGCT","no_sig"
"3874","RFX3-AS1-MIR519D-MAP3K14",0.557952670750761,"TGCT","no_sig"
"3875","RFX3-AS1-MIR519D-NR2C2",0.00800953344030553,"TGCT","sig"
"3876","RFX3-AS1-MIR519D-NR3C1",0.107926737477571,"TGCT","no_sig"
"3877","RFX3-AS1-MIR519D-RFXAP",0.0341669834092216,"TGCT","sig"
"3878","RFX3-AS1-MIR519D-RORA",0.00680833507639655,"TGCT","sig"
"3879","RFX3-AS1-MIR520F-IL6ST",0.959035609993812,"TGCT","no_sig"
"3880","RFX3-AS1-MIR520F-MALT1",0.108422025222594,"TGCT","no_sig"
"3881","RFX3-AS1-MIR520F-NR2C2",0.0341669834092216,"TGCT","sig"
"3882","RFX3-AS1-MIR520F-PPARD",0.115210939154443,"TGCT","no_sig"
"3883","RPARP-AS1-MIR125B1-ADRM1",0.00725759639235379,"TGCT","sig"
"3884","RPARP-AS1-MIR125B1-CD320",0.00716134836342941,"TGCT","sig"
"3885","RPARP-AS1-MIR125B1-IL6R",0.00739785793257319,"TGCT","sig"
"3886","RPARP-AS1-MIR125B1-PIK3CD",0.00836771707778172,"TGCT","sig"
"3887","RPARP-AS1-MIR141-HSP90AA1",0.261783215090195,"TGCT","no_sig"
"3888","RPARP-AS1-MIR141-HSPA4",0.103898450630945,"TGCT","no_sig"
"3889","RPARP-AS1-MIR141-TXK",0.00143975880123426,"TGCT","sig"
"3890","RPARP-AS1-MIR200A-HSPA4",0.103898450630945,"TGCT","no_sig"
