"","lncRNA","miRNA","MIRNA"
"432","LINC01001","hsa-let-7b-5p","MIRLET7B"
"433","AC240565.2","hsa-let-7b-5p","MIRLET7B"
"434","KCNQ1OT1","hsa-let-7b-5p","MIRLET7B"
"435","LINC00294","hsa-let-7b-5p","MIRLET7B"
"436","NEAT1","hsa-let-7b-5p","MIRLET7B"
"437","AP002360.3","hsa-let-7b-5p","MIRLET7B"
"438","AP000873.2","hsa-let-7b-5p","MIRLET7B"
"439","AP000446.1","hsa-let-7b-5p","MIRLET7B"
"440","AP000766.1","hsa-let-7b-5p","MIRLET7B"
"441","AC125807.2","hsa-let-7b-5p","MIRLET7B"
"442","AC006206.1","hsa-let-7b-5p","MIRLET7B"
"443","AC006064.5","hsa-let-7b-5p","MIRLET7B"
"444","AC022075.1","hsa-let-7b-5p","MIRLET7B"
"445","AC009318.1","hsa-let-7b-5p","MIRLET7B"
"446","AC125611.4","hsa-let-7b-5p","MIRLET7B"
"447","AC012531.2","hsa-let-7b-5p","MIRLET7B"
"448","LINC02381","hsa-let-7b-5p","MIRLET7B"
"449","AC048341.1","hsa-let-7b-5p","MIRLET7B"
"450","AC090001.1","hsa-let-7b-5p","MIRLET7B"
"451","TMPO-AS1","hsa-let-7b-5p","MIRLET7B"
"452","HELLPAR","hsa-let-7b-5p","MIRLET7B"
"453","AC026362.1","hsa-let-7b-5p","MIRLET7B"
"454","AC122688.3","hsa-let-7b-5p","MIRLET7B"
"455","AL136419.1","hsa-let-7b-5p","MIRLET7B"
"456","G2E3-AS1","hsa-let-7b-5p","MIRLET7B"
"457","AL445363.3","hsa-let-7b-5p","MIRLET7B"
"458","AL049780.3","hsa-let-7b-5p","MIRLET7B"
"459","AF111167.2","hsa-let-7b-5p","MIRLET7B"
"460","VASH1-AS1","hsa-let-7b-5p","MIRLET7B"
"461","MEG8","hsa-let-7b-5p","MIRLET7B"
"462","AL117190.1","hsa-let-7b-5p","MIRLET7B"
"463","OIP5-AS1","hsa-let-7b-5p","MIRLET7B"
"464","AC055855.1","hsa-let-7b-5p","MIRLET7B"
"465","IQCH-AS1","hsa-let-7b-5p","MIRLET7B"
"466","DRAIC","hsa-let-7b-5p","MIRLET7B"
"467","THSD4-AS1","hsa-let-7b-5p","MIRLET7B"
"468","UBL7-AS1","hsa-let-7b-5p","MIRLET7B"
"469","AC105020.1","hsa-let-7b-5p","MIRLET7B"
"470","AC090825.1","hsa-let-7b-5p","MIRLET7B"
"471","AC015712.2","hsa-let-7b-5p","MIRLET7B"
"472","AC009065.3","hsa-let-7b-5p","MIRLET7B"
"473","AC109460.3","hsa-let-7b-5p","MIRLET7B"
"474","AC106886.4","hsa-let-7b-5p","MIRLET7B"
"475","AC026471.1","hsa-let-7b-5p","MIRLET7B"
"476","AC020978.6","hsa-let-7b-5p","MIRLET7B"
"477","AC020978.5","hsa-let-7b-5p","MIRLET7B"
"478","AC009022.1","hsa-let-7b-5p","MIRLET7B"
"479","AC012184.3","hsa-let-7b-5p","MIRLET7B"
"480","AC092139.3","hsa-let-7b-5p","MIRLET7B"
"481","AC133540.1","hsa-let-7b-5p","MIRLET7B"
"482","AC005224.4","hsa-let-7b-5p","MIRLET7B"
"483","AC093484.1","hsa-let-7b-5p","MIRLET7B"
"484","ARHGAP27P1-BPTFP1-KPNA2P3","hsa-let-7b-5p","MIRLET7B"
"485","AC037487.4","hsa-let-7b-5p","MIRLET7B"
"486","SNHG16","hsa-let-7b-5p","MIRLET7B"
"487","LINC01978","hsa-let-7b-5p","MIRLET7B"
"488","AC124319.4","hsa-let-7b-5p","MIRLET7B"
"489","AC007996.1","hsa-let-7b-5p","MIRLET7B"
"490","AC116447.1","hsa-let-7b-5p","MIRLET7B"
"491","AC091060.1","hsa-let-7b-5p","MIRLET7B"
"492","AC011447.7","hsa-let-7b-5p","MIRLET7B"
"493","TMEM147-AS1","hsa-let-7b-5p","MIRLET7B"
"494","LINC00665","hsa-let-7b-5p","MIRLET7B"
"495","ZNF571-AS1","hsa-let-7b-5p","MIRLET7B"
"496","AC006486.2","hsa-let-7b-5p","MIRLET7B"
"497","AC243964.3","hsa-let-7b-5p","MIRLET7B"
"498","AC010327.5","hsa-let-7b-5p","MIRLET7B"
"499","AC007228.2","hsa-let-7b-5p","MIRLET7B"
"500","AC020915.3","hsa-let-7b-5p","MIRLET7B"
"501","ZNF337-AS1","hsa-let-7b-5p","MIRLET7B"
"502","AL121845.1","hsa-let-7b-5p","MIRLET7B"
"503","AF254983.1","hsa-let-7b-5p","MIRLET7B"
"504","MIR99AHG","hsa-let-7b-5p","MIRLET7B"
"505","LINC01678","hsa-let-7b-5p","MIRLET7B"
"506","TTC28-AS1","hsa-let-7b-5p","MIRLET7B"
"507","AC005005.4","hsa-let-7b-5p","MIRLET7B"
"508","MIRLET7BHG","hsa-let-7b-5p","MIRLET7B"
"509","AC232271.1","hsa-let-7b-5p","MIRLET7B"
"510","XIST","hsa-let-7b-5p","MIRLET7B"
"511","LINC00894","hsa-let-7b-5p","MIRLET7B"
"512","TTTY15","hsa-let-7b-5p","MIRLET7B"
"513","ZNF436-AS1","hsa-let-7c-5p","MIRLET7C"
"514","SNHG12","hsa-let-7c-5p","MIRLET7C"
"515","AL050341.2","hsa-let-7c-5p","MIRLET7C"
"516","AL360270.2","hsa-let-7c-5p","MIRLET7C"
"517","AC239868.1","hsa-let-7c-5p","MIRLET7C"
"518","AC234582.1","hsa-let-7c-5p","MIRLET7C"
"519","AL590666.2","hsa-let-7c-5p","MIRLET7C"
"520","MIR29B2CHG","hsa-let-7c-5p","MIRLET7C"
"521","AL359924.1","hsa-let-7c-5p","MIRLET7C"
"522","AC074117.1","hsa-let-7c-5p","MIRLET7C"
"523","LINC01806","hsa-let-7c-5p","MIRLET7C"
"524","AC105760.2","hsa-let-7c-5p","MIRLET7C"
"525","LMCD1-AS1","hsa-let-7c-5p","MIRLET7C"
"526","AC124045.1","hsa-let-7c-5p","MIRLET7C"
"527","CCDC37-AS1","hsa-let-7c-5p","MIRLET7C"
"528","AC097103.2","hsa-let-7c-5p","MIRLET7C"
"529","MUC20-OT1","hsa-let-7c-5p","MIRLET7C"
"530","LINC00885","hsa-let-7c-5p","MIRLET7C"
"531","LINC02432","hsa-let-7c-5p","MIRLET7C"
"532","AC093908.1","hsa-let-7c-5p","MIRLET7C"
"533","SLC9A3-AS1","hsa-let-7c-5p","MIRLET7C"
"534","LINC02242","hsa-let-7c-5p","MIRLET7C"
"535","SNHG4","hsa-let-7c-5p","MIRLET7C"
"536","CARMN","hsa-let-7c-5p","MIRLET7C"
"537","HEIH","hsa-let-7c-5p","MIRLET7C"
"538","AC138035.1","hsa-let-7c-5p","MIRLET7C"
"539","AL024498.1","hsa-let-7c-5p","MIRLET7C"
"540","HCG18","hsa-let-7c-5p","MIRLET7C"
"541","IER3-AS1","hsa-let-7c-5p","MIRLET7C"
"542","AC080080.1","hsa-let-7c-5p","MIRLET7C"
"543","AC004520.1","hsa-let-7c-5p","MIRLET7C"
"544","HOXA11-AS","hsa-let-7c-5p","MIRLET7C"
"545","TRG-AS1","hsa-let-7c-5p","MIRLET7C"
"546","LINC00265","hsa-let-7c-5p","MIRLET7C"
"547","AC073335.2","hsa-let-7c-5p","MIRLET7C"
"548","AC004921.1","hsa-let-7c-5p","MIRLET7C"
"549","STAG3L5P-PVRIG2P-PILRB","hsa-let-7c-5p","MIRLET7C"
"550","AC023632.6","hsa-let-7c-5p","MIRLET7C"
"551","CDKN2B-AS1","hsa-let-7c-5p","MIRLET7C"
"552","AL590705.3","hsa-let-7c-5p","MIRLET7C"
"553","LINC00963","hsa-let-7c-5p","MIRLET7C"
"554","AL157392.3","hsa-let-7c-5p","MIRLET7C"
"555","AC010997.4","hsa-let-7c-5p","MIRLET7C"
"556","AL132656.4","hsa-let-7c-5p","MIRLET7C"
"557","NUTM2A-AS1","hsa-let-7c-5p","MIRLET7C"
"558","OLMALINC","hsa-let-7c-5p","MIRLET7C"
"559","RPARP-AS1","hsa-let-7c-5p","MIRLET7C"
"560","LINC01001","hsa-let-7c-5p","MIRLET7C"
"561","AC240565.2","hsa-let-7c-5p","MIRLET7C"
"562","KCNQ1OT1","hsa-let-7c-5p","MIRLET7C"
"563","LINC00294","hsa-let-7c-5p","MIRLET7C"
"564","NEAT1","hsa-let-7c-5p","MIRLET7C"
"565","AP002360.3","hsa-let-7c-5p","MIRLET7C"
"566","AP000873.2","hsa-let-7c-5p","MIRLET7C"
"567","AP000446.1","hsa-let-7c-5p","MIRLET7C"
"568","AP000766.1","hsa-let-7c-5p","MIRLET7C"
"569","AC125807.2","hsa-let-7c-5p","MIRLET7C"
"570","AC006206.1","hsa-let-7c-5p","MIRLET7C"
"571","AC006064.5","hsa-let-7c-5p","MIRLET7C"
"572","AC022075.1","hsa-let-7c-5p","MIRLET7C"
"573","AC009318.1","hsa-let-7c-5p","MIRLET7C"
"574","AC125611.4","hsa-let-7c-5p","MIRLET7C"
"575","AC012531.2","hsa-let-7c-5p","MIRLET7C"
"576","LINC02381","hsa-let-7c-5p","MIRLET7C"
"577","AC048341.1","hsa-let-7c-5p","MIRLET7C"
"578","AC090001.1","hsa-let-7c-5p","MIRLET7C"
"579","TMPO-AS1","hsa-let-7c-5p","MIRLET7C"
"580","HELLPAR","hsa-let-7c-5p","MIRLET7C"
"581","AC026362.1","hsa-let-7c-5p","MIRLET7C"
"582","AC122688.3","hsa-let-7c-5p","MIRLET7C"
"583","AL136419.1","hsa-let-7c-5p","MIRLET7C"
"584","G2E3-AS1","hsa-let-7c-5p","MIRLET7C"
"585","AL445363.3","hsa-let-7c-5p","MIRLET7C"
"586","AL049780.3","hsa-let-7c-5p","MIRLET7C"
"587","AF111167.2","hsa-let-7c-5p","MIRLET7C"
"588","VASH1-AS1","hsa-let-7c-5p","MIRLET7C"
"589","MEG8","hsa-let-7c-5p","MIRLET7C"
"590","AL117190.1","hsa-let-7c-5p","MIRLET7C"
"591","OIP5-AS1","hsa-let-7c-5p","MIRLET7C"
"592","AC055855.1","hsa-let-7c-5p","MIRLET7C"
"593","IQCH-AS1","hsa-let-7c-5p","MIRLET7C"
"594","DRAIC","hsa-let-7c-5p","MIRLET7C"
"595","THSD4-AS1","hsa-let-7c-5p","MIRLET7C"
"596","UBL7-AS1","hsa-let-7c-5p","MIRLET7C"
"597","AC105020.1","hsa-let-7c-5p","MIRLET7C"
"598","AC090825.1","hsa-let-7c-5p","MIRLET7C"
"599","AC015712.2","hsa-let-7c-5p","MIRLET7C"
"600","AC009065.3","hsa-let-7c-5p","MIRLET7C"
"601","AC109460.3","hsa-let-7c-5p","MIRLET7C"
"602","AC106886.4","hsa-let-7c-5p","MIRLET7C"
"603","AC026471.1","hsa-let-7c-5p","MIRLET7C"
"604","AC020978.6","hsa-let-7c-5p","MIRLET7C"
"605","AC020978.5","hsa-let-7c-5p","MIRLET7C"
"606","AC009022.1","hsa-let-7c-5p","MIRLET7C"
"607","AC012184.3","hsa-let-7c-5p","MIRLET7C"
"608","AC092139.3","hsa-let-7c-5p","MIRLET7C"
"609","AC133540.1","hsa-let-7c-5p","MIRLET7C"
"610","AC005224.4","hsa-let-7c-5p","MIRLET7C"
"611","AC093484.1","hsa-let-7c-5p","MIRLET7C"
"612","ARHGAP27P1-BPTFP1-KPNA2P3","hsa-let-7c-5p","MIRLET7C"
"613","AC037487.4","hsa-let-7c-5p","MIRLET7C"
"614","SNHG16","hsa-let-7c-5p","MIRLET7C"
"615","LINC01978","hsa-let-7c-5p","MIRLET7C"
"616","AC124319.4","hsa-let-7c-5p","MIRLET7C"
"617","AC007996.1","hsa-let-7c-5p","MIRLET7C"
"618","AC116447.1","hsa-let-7c-5p","MIRLET7C"
"619","AC091060.1","hsa-let-7c-5p","MIRLET7C"
"620","AC011447.7","hsa-let-7c-5p","MIRLET7C"
"621","TMEM147-AS1","hsa-let-7c-5p","MIRLET7C"
"622","LINC00665","hsa-let-7c-5p","MIRLET7C"
"623","ZNF571-AS1","hsa-let-7c-5p","MIRLET7C"
"624","AC006486.2","hsa-let-7c-5p","MIRLET7C"
"625","AC243964.3","hsa-let-7c-5p","MIRLET7C"
"626","AC010327.5","hsa-let-7c-5p","MIRLET7C"
"627","AC007228.2","hsa-let-7c-5p","MIRLET7C"
"628","AC020915.3","hsa-let-7c-5p","MIRLET7C"
"629","ZNF337-AS1","hsa-let-7c-5p","MIRLET7C"
"630","AL121845.1","hsa-let-7c-5p","MIRLET7C"
"631","AF254983.1","hsa-let-7c-5p","MIRLET7C"
"632","MIR99AHG","hsa-let-7c-5p","MIRLET7C"
"633","LINC01678","hsa-let-7c-5p","MIRLET7C"
"634","TTC28-AS1","hsa-let-7c-5p","MIRLET7C"
"635","AC005005.4","hsa-let-7c-5p","MIRLET7C"
"636","MIRLET7BHG","hsa-let-7c-5p","MIRLET7C"
"637","AC232271.1","hsa-let-7c-5p","MIRLET7C"
"638","XIST","hsa-let-7c-5p","MIRLET7C"
"639","LINC00894","hsa-let-7c-5p","MIRLET7C"
"640","TTTY15","hsa-let-7c-5p","MIRLET7C"
"641","ZNF436-AS1","hsa-let-7d-5p","MIRLET7D"
"642","SNHG12","hsa-let-7d-5p","MIRLET7D"
"643","AL050341.2","hsa-let-7d-5p","MIRLET7D"
"644","AL360270.2","hsa-let-7d-5p","MIRLET7D"
"645","AC239868.1","hsa-let-7d-5p","MIRLET7D"
"646","AC234582.1","hsa-let-7d-5p","MIRLET7D"
"647","AL590666.2","hsa-let-7d-5p","MIRLET7D"
"648","MIR29B2CHG","hsa-let-7d-5p","MIRLET7D"
"649","AL359924.1","hsa-let-7d-5p","MIRLET7D"
"650","AC074117.1","hsa-let-7d-5p","MIRLET7D"
"651","LINC01806","hsa-let-7d-5p","MIRLET7D"
"652","AC105760.2","hsa-let-7d-5p","MIRLET7D"
"653","LMCD1-AS1","hsa-let-7d-5p","MIRLET7D"
"654","AC124045.1","hsa-let-7d-5p","MIRLET7D"
"655","CCDC37-AS1","hsa-let-7d-5p","MIRLET7D"
"656","AC097103.2","hsa-let-7d-5p","MIRLET7D"
"657","MUC20-OT1","hsa-let-7d-5p","MIRLET7D"
"658","LINC00885","hsa-let-7d-5p","MIRLET7D"
"659","LINC02432","hsa-let-7d-5p","MIRLET7D"
"660","AC093908.1","hsa-let-7d-5p","MIRLET7D"
"661","SLC9A3-AS1","hsa-let-7d-5p","MIRLET7D"
"662","LINC02242","hsa-let-7d-5p","MIRLET7D"
"663","SNHG4","hsa-let-7d-5p","MIRLET7D"
"664","CARMN","hsa-let-7d-5p","MIRLET7D"
"665","HEIH","hsa-let-7d-5p","MIRLET7D"
"666","AC138035.1","hsa-let-7d-5p","MIRLET7D"
"667","AL024498.1","hsa-let-7d-5p","MIRLET7D"
"668","HCG18","hsa-let-7d-5p","MIRLET7D"
"669","IER3-AS1","hsa-let-7d-5p","MIRLET7D"
"670","AC080080.1","hsa-let-7d-5p","MIRLET7D"
"671","AC004520.1","hsa-let-7d-5p","MIRLET7D"
"672","HOXA11-AS","hsa-let-7d-5p","MIRLET7D"
"673","TRG-AS1","hsa-let-7d-5p","MIRLET7D"
"674","LINC00265","hsa-let-7d-5p","MIRLET7D"
"675","AC073335.2","hsa-let-7d-5p","MIRLET7D"
"676","AC004921.1","hsa-let-7d-5p","MIRLET7D"
"677","STAG3L5P-PVRIG2P-PILRB","hsa-let-7d-5p","MIRLET7D"
"678","AC023632.6","hsa-let-7d-5p","MIRLET7D"
"679","CDKN2B-AS1","hsa-let-7d-5p","MIRLET7D"
"680","AL590705.3","hsa-let-7d-5p","MIRLET7D"
"681","LINC00963","hsa-let-7d-5p","MIRLET7D"
"682","AL157392.3","hsa-let-7d-5p","MIRLET7D"
"683","AC010997.4","hsa-let-7d-5p","MIRLET7D"
"684","AL132656.4","hsa-let-7d-5p","MIRLET7D"
"685","NUTM2A-AS1","hsa-let-7d-5p","MIRLET7D"
"686","OLMALINC","hsa-let-7d-5p","MIRLET7D"
"687","RPARP-AS1","hsa-let-7d-5p","MIRLET7D"
"688","LINC01001","hsa-let-7d-5p","MIRLET7D"
"689","AC240565.2","hsa-let-7d-5p","MIRLET7D"
"690","KCNQ1OT1","hsa-let-7d-5p","MIRLET7D"
"691","LINC00294","hsa-let-7d-5p","MIRLET7D"
"692","NEAT1","hsa-let-7d-5p","MIRLET7D"
"693","AP002360.3","hsa-let-7d-5p","MIRLET7D"
"694","AP000873.2","hsa-let-7d-5p","MIRLET7D"
"695","AP000446.1","hsa-let-7d-5p","MIRLET7D"
"696","AP000766.1","hsa-let-7d-5p","MIRLET7D"
"697","AC125807.2","hsa-let-7d-5p","MIRLET7D"
"698","AC006206.1","hsa-let-7d-5p","MIRLET7D"
"699","AC006064.5","hsa-let-7d-5p","MIRLET7D"
"700","AC022075.1","hsa-let-7d-5p","MIRLET7D"
"701","AC009318.1","hsa-let-7d-5p","MIRLET7D"
"702","AC125611.4","hsa-let-7d-5p","MIRLET7D"
"703","AC012531.2","hsa-let-7d-5p","MIRLET7D"
"704","LINC02381","hsa-let-7d-5p","MIRLET7D"
"705","AC048341.1","hsa-let-7d-5p","MIRLET7D"
"706","AC090001.1","hsa-let-7d-5p","MIRLET7D"
"707","TMPO-AS1","hsa-let-7d-5p","MIRLET7D"
"708","HELLPAR","hsa-let-7d-5p","MIRLET7D"
"709","AC026362.1","hsa-let-7d-5p","MIRLET7D"
"710","AC122688.3","hsa-let-7d-5p","MIRLET7D"
"711","AL136419.1","hsa-let-7d-5p","MIRLET7D"
"712","G2E3-AS1","hsa-let-7d-5p","MIRLET7D"
"713","AL445363.3","hsa-let-7d-5p","MIRLET7D"
"714","AL049780.3","hsa-let-7d-5p","MIRLET7D"
"715","AF111167.2","hsa-let-7d-5p","MIRLET7D"
"716","VASH1-AS1","hsa-let-7d-5p","MIRLET7D"
"717","MEG8","hsa-let-7d-5p","MIRLET7D"
"718","AL117190.1","hsa-let-7d-5p","MIRLET7D"
"719","OIP5-AS1","hsa-let-7d-5p","MIRLET7D"
"720","AC055855.1","hsa-let-7d-5p","MIRLET7D"
"721","IQCH-AS1","hsa-let-7d-5p","MIRLET7D"
"722","DRAIC","hsa-let-7d-5p","MIRLET7D"
"723","THSD4-AS1","hsa-let-7d-5p","MIRLET7D"
"724","UBL7-AS1","hsa-let-7d-5p","MIRLET7D"
"725","AC105020.1","hsa-let-7d-5p","MIRLET7D"
"726","AC090825.1","hsa-let-7d-5p","MIRLET7D"
"727","AC015712.2","hsa-let-7d-5p","MIRLET7D"
"728","AC009065.3","hsa-let-7d-5p","MIRLET7D"
"729","AC109460.3","hsa-let-7d-5p","MIRLET7D"
"730","AC106886.4","hsa-let-7d-5p","MIRLET7D"
"731","AC026471.1","hsa-let-7d-5p","MIRLET7D"
"732","AC020978.6","hsa-let-7d-5p","MIRLET7D"
"733","AC020978.5","hsa-let-7d-5p","MIRLET7D"
"734","AC009022.1","hsa-let-7d-5p","MIRLET7D"
"735","AC012184.3","hsa-let-7d-5p","MIRLET7D"
"736","AC092139.3","hsa-let-7d-5p","MIRLET7D"
"737","AC133540.1","hsa-let-7d-5p","MIRLET7D"
"738","AC005224.4","hsa-let-7d-5p","MIRLET7D"
"739","AC093484.1","hsa-let-7d-5p","MIRLET7D"
"740","ARHGAP27P1-BPTFP1-KPNA2P3","hsa-let-7d-5p","MIRLET7D"
"741","AC037487.4","hsa-let-7d-5p","MIRLET7D"
"742","SNHG16","hsa-let-7d-5p","MIRLET7D"
"743","LINC01978","hsa-let-7d-5p","MIRLET7D"
"744","AC124319.4","hsa-let-7d-5p","MIRLET7D"
"745","AC007996.1","hsa-let-7d-5p","MIRLET7D"
"746","AC116447.1","hsa-let-7d-5p","MIRLET7D"
"747","AC091060.1","hsa-let-7d-5p","MIRLET7D"
"748","AC011447.7","hsa-let-7d-5p","MIRLET7D"
"749","TMEM147-AS1","hsa-let-7d-5p","MIRLET7D"
"750","LINC00665","hsa-let-7d-5p","MIRLET7D"
"751","ZNF571-AS1","hsa-let-7d-5p","MIRLET7D"
"752","AC006486.2","hsa-let-7d-5p","MIRLET7D"
"753","AC243964.3","hsa-let-7d-5p","MIRLET7D"
"754","AC010327.5","hsa-let-7d-5p","MIRLET7D"
"755","AC007228.2","hsa-let-7d-5p","MIRLET7D"
"756","AC020915.3","hsa-let-7d-5p","MIRLET7D"
"757","ZNF337-AS1","hsa-let-7d-5p","MIRLET7D"
"758","AL121845.1","hsa-let-7d-5p","MIRLET7D"
"759","AF254983.1","hsa-let-7d-5p","MIRLET7D"
"760","MIR99AHG","hsa-let-7d-5p","MIRLET7D"
"761","LINC01678","hsa-let-7d-5p","MIRLET7D"
"762","TTC28-AS1","hsa-let-7d-5p","MIRLET7D"
"763","AC005005.4","hsa-let-7d-5p","MIRLET7D"
"764","MIRLET7BHG","hsa-let-7d-5p","MIRLET7D"
"765","AC232271.1","hsa-let-7d-5p","MIRLET7D"
"766","XIST","hsa-let-7d-5p","MIRLET7D"
"767","LINC00894","hsa-let-7d-5p","MIRLET7D"
"768","TTTY15","hsa-let-7d-5p","MIRLET7D"
"769","ZNF436-AS1","hsa-let-7e-5p","MIRLET7E"
"770","SNHG12","hsa-let-7e-5p","MIRLET7E"
"771","AL050341.2","hsa-let-7e-5p","MIRLET7E"
"772","AL360270.2","hsa-let-7e-5p","MIRLET7E"
"773","AC239868.1","hsa-let-7e-5p","MIRLET7E"
"774","AC234582.1","hsa-let-7e-5p","MIRLET7E"
"775","AL590666.2","hsa-let-7e-5p","MIRLET7E"
"776","MIR29B2CHG","hsa-let-7e-5p","MIRLET7E"
"777","AL359924.1","hsa-let-7e-5p","MIRLET7E"
"778","AC074117.1","hsa-let-7e-5p","MIRLET7E"
"779","LINC01806","hsa-let-7e-5p","MIRLET7E"
"780","AC105760.2","hsa-let-7e-5p","MIRLET7E"
"781","LMCD1-AS1","hsa-let-7e-5p","MIRLET7E"
"782","AC124045.1","hsa-let-7e-5p","MIRLET7E"
"783","CCDC37-AS1","hsa-let-7e-5p","MIRLET7E"
"784","AC097103.2","hsa-let-7e-5p","MIRLET7E"
"785","MUC20-OT1","hsa-let-7e-5p","MIRLET7E"
"786","LINC00885","hsa-let-7e-5p","MIRLET7E"
"787","LINC02432","hsa-let-7e-5p","MIRLET7E"
"788","AC093908.1","hsa-let-7e-5p","MIRLET7E"
"789","SLC9A3-AS1","hsa-let-7e-5p","MIRLET7E"
"790","LINC02242","hsa-let-7e-5p","MIRLET7E"
"791","SNHG4","hsa-let-7e-5p","MIRLET7E"
"792","CARMN","hsa-let-7e-5p","MIRLET7E"
"793","HEIH","hsa-let-7e-5p","MIRLET7E"
"794","AC138035.1","hsa-let-7e-5p","MIRLET7E"
"795","AL024498.1","hsa-let-7e-5p","MIRLET7E"
"796","HCG18","hsa-let-7e-5p","MIRLET7E"
"797","IER3-AS1","hsa-let-7e-5p","MIRLET7E"
"798","AC080080.1","hsa-let-7e-5p","MIRLET7E"
"799","AC004520.1","hsa-let-7e-5p","MIRLET7E"
"800","HOXA11-AS","hsa-let-7e-5p","MIRLET7E"
"801","TRG-AS1","hsa-let-7e-5p","MIRLET7E"
"802","LINC00265","hsa-let-7e-5p","MIRLET7E"
"803","AC073335.2","hsa-let-7e-5p","MIRLET7E"
"804","AC004921.1","hsa-let-7e-5p","MIRLET7E"
"805","STAG3L5P-PVRIG2P-PILRB","hsa-let-7e-5p","MIRLET7E"
"806","AC023632.6","hsa-let-7e-5p","MIRLET7E"
"807","CDKN2B-AS1","hsa-let-7e-5p","MIRLET7E"
"808","AL590705.3","hsa-let-7e-5p","MIRLET7E"
"809","LINC00963","hsa-let-7e-5p","MIRLET7E"
"810","AL157392.3","hsa-let-7e-5p","MIRLET7E"
"811","AC010997.4","hsa-let-7e-5p","MIRLET7E"
"812","AL132656.4","hsa-let-7e-5p","MIRLET7E"
"813","NUTM2A-AS1","hsa-let-7e-5p","MIRLET7E"
"814","OLMALINC","hsa-let-7e-5p","MIRLET7E"
"815","RPARP-AS1","hsa-let-7e-5p","MIRLET7E"
"816","LINC01001","hsa-let-7e-5p","MIRLET7E"
"817","AC240565.2","hsa-let-7e-5p","MIRLET7E"
"818","KCNQ1OT1","hsa-let-7e-5p","MIRLET7E"
"819","LINC00294","hsa-let-7e-5p","MIRLET7E"
"820","NEAT1","hsa-let-7e-5p","MIRLET7E"
"821","AP002360.3","hsa-let-7e-5p","MIRLET7E"
"822","AP000873.2","hsa-let-7e-5p","MIRLET7E"
"823","AP000446.1","hsa-let-7e-5p","MIRLET7E"
"824","AP000766.1","hsa-let-7e-5p","MIRLET7E"
"825","AC125807.2","hsa-let-7e-5p","MIRLET7E"
"826","AC006206.1","hsa-let-7e-5p","MIRLET7E"
"827","AC006064.5","hsa-let-7e-5p","MIRLET7E"
"828","AC022075.1","hsa-let-7e-5p","MIRLET7E"
"829","AC009318.1","hsa-let-7e-5p","MIRLET7E"
"830","AC125611.4","hsa-let-7e-5p","MIRLET7E"
"831","AC012531.2","hsa-let-7e-5p","MIRLET7E"
"832","LINC02381","hsa-let-7e-5p","MIRLET7E"
"833","AC048341.1","hsa-let-7e-5p","MIRLET7E"
"834","AC090001.1","hsa-let-7e-5p","MIRLET7E"
"835","TMPO-AS1","hsa-let-7e-5p","MIRLET7E"
"836","HELLPAR","hsa-let-7e-5p","MIRLET7E"
"837","AC026362.1","hsa-let-7e-5p","MIRLET7E"
"838","AC122688.3","hsa-let-7e-5p","MIRLET7E"
"839","AL136419.1","hsa-let-7e-5p","MIRLET7E"
"840","G2E3-AS1","hsa-let-7e-5p","MIRLET7E"
"841","AL445363.3","hsa-let-7e-5p","MIRLET7E"
"842","AL049780.3","hsa-let-7e-5p","MIRLET7E"
"843","AF111167.2","hsa-let-7e-5p","MIRLET7E"
"844","VASH1-AS1","hsa-let-7e-5p","MIRLET7E"
"845","MEG8","hsa-let-7e-5p","MIRLET7E"
"846","AL117190.1","hsa-let-7e-5p","MIRLET7E"
"847","OIP5-AS1","hsa-let-7e-5p","MIRLET7E"
"848","AC055855.1","hsa-let-7e-5p","MIRLET7E"
"849","IQCH-AS1","hsa-let-7e-5p","MIRLET7E"
"850","DRAIC","hsa-let-7e-5p","MIRLET7E"
"851","THSD4-AS1","hsa-let-7e-5p","MIRLET7E"
"852","UBL7-AS1","hsa-let-7e-5p","MIRLET7E"
"853","AC105020.1","hsa-let-7e-5p","MIRLET7E"
"854","AC090825.1","hsa-let-7e-5p","MIRLET7E"
"855","AC015712.2","hsa-let-7e-5p","MIRLET7E"
"856","AC009065.3","hsa-let-7e-5p","MIRLET7E"
"857","AC109460.3","hsa-let-7e-5p","MIRLET7E"
"858","AC106886.4","hsa-let-7e-5p","MIRLET7E"
"859","AC026471.1","hsa-let-7e-5p","MIRLET7E"
"860","AC020978.6","hsa-let-7e-5p","MIRLET7E"
"861","AC020978.5","hsa-let-7e-5p","MIRLET7E"
"862","AC009022.1","hsa-let-7e-5p","MIRLET7E"
"863","AC012184.3","hsa-let-7e-5p","MIRLET7E"
"864","AC092139.3","hsa-let-7e-5p","MIRLET7E"
"865","AC133540.1","hsa-let-7e-5p","MIRLET7E"
"866","AC005224.4","hsa-let-7e-5p","MIRLET7E"
"867","AC093484.1","hsa-let-7e-5p","MIRLET7E"
"868","ARHGAP27P1-BPTFP1-KPNA2P3","hsa-let-7e-5p","MIRLET7E"
"869","AC037487.4","hsa-let-7e-5p","MIRLET7E"
"870","SNHG16","hsa-let-7e-5p","MIRLET7E"
"871","LINC01978","hsa-let-7e-5p","MIRLET7E"
"872","AC124319.4","hsa-let-7e-5p","MIRLET7E"
"873","AC007996.1","hsa-let-7e-5p","MIRLET7E"
"874","AC116447.1","hsa-let-7e-5p","MIRLET7E"
