"","lncRNA","MIRNA","addmir"
"1265","TP73-AS1","MIR194-2","miR-194-5p"
"1266","ADAMTS9-AS2","MIR182","miR-182-5p"
"1267","SNHG6","MIR26A1","miR-26a-5p"
"1268","SNHG6","MIR26A2","miR-26a-5p"
"1269","SNHG6","MIR760","miR-760"
"1270","SNHG6","MIR760","miR-760"
"1271","SNHG14","MIR340","miR-340"
"1272","SNHG14","MIR340","miR-340"
"1273","SNHG15","MIR200A","miR-200a-3p"
"1274","XLOC_006390","MIR331","miR-331-3p"
"1275","XLOC_006390","MIR338","miR-338-3p"
"1276","AFAP1-AS1","MIR146B","miR-146b-5p"
"1277","HOTAIR","MIR206","miR-206"
"1278","HOTAIR","MIR206","miR-206"
"1279","D63785","MIR422A","miR-422a"
"1280","D63785","MIR422A","miR-422a"
"1281","OIP5-AS1","MIR143","miR-143-3p"
"1282","HNF1A-AS1","MIR661","miR-661"
"1283","HNF1A-AS1","MIR661","miR-661"
"1284","LOC728196","MIR513C","miR-513c"
"1285","LOC728196","MIR513C","miR-513c"
"1286","TINCR","MIR31","miR-31-5p"
"1287","PRNCR1","MIR448","miR-448"
"1288","PRNCR1","MIR448","miR-448"
"1289","OGFRP1","MIR124-1","miR-124-3p"
"1290","OGFRP1","MIR124-2","miR-124-3p"
"1291","OGFRP1","MIR124-3","miR-124-3p"
"1292","LINC01410","MIR506","miR-506-3p"
"1293","TTN-AS1","MIR411","miR-411-3p"
"1294","LBX2-AS1","MIR491","miR-491-5p"
"1295","TMPO-AS1","MIR329-1","miR-329-3p"
"1296","TMPO-AS1","MIR329-2","miR-329-3p"
"1297","DANCR","MIR216A","miR-216a-5p"
"1298","MCF2L-AS1","MIR874","miR-874-3p"
"1299","RP11-1094M14.8","MIR1269","miR-1269a"
"1300","RP11-1094M14.8","MIR1269","miR-1269a"
"1301","SNHG16","MIR124-1","miR-124-3p"
"1302","SNHG16","MIR124-2","miR-124-3p"
"1303","SNHG16","MIR124-3","miR-124-3p"
"1304","SNHG1","MIR9-1","miR-9-5p"
"1305","SNHG1","MIR9-2","miR-9-5p"
"1306","SNHG1","MIR9-3","miR-9-5p"
"1307","XIST","MIR375","miR-375"
"1308","XIST","MIR375","miR-375"
"1309","GAS5","MIR362","miR-362-5p"
"1310","MEG3","MIR195","miR-195-5p"
"1311","NEAT1","MIR590","miR-590-3p"
"1312","LINC00324","MIR3200","miR-3200-5p"
"1313","IGF2-AS","MIR150","miR-150"
"1314","IGF2-AS","MIR150","miR-150"
"1315","FTX","MIR186","miR-186"
"1316","FTX","MIR186","miR-186"
"1317","LINC01705","MIR186","miR-186-5p"
"1318","FGD5-AS1","MIR153-1","miR-153-3p"
"1319","FGD5-AS1","MIR153-2","miR-153-3p"
"1320","OIP5-AS1","MIR367","miR-367-3p"
"1321","OIP5-AS1","MIR424","miR-424-5p"
"1322","MCF2L-AS1","MIR105-1","miR-105-5p"
"1323","MCF2L-AS1","MIR105-2","miR-105-5p"
"1324","HCP5","MIR106B","miR-106b-5p"
"1325","HCP5","MIR106A","miR-106a-5p"
"1326","DLEU1","MIR106B","miR-106b-5p"
"1327","DLEU1","MIR124-1","miR-124-3p"
"1328","DLEU1","MIR124-2","miR-124-3p"
"1329","DLEU1","MIR124-3","miR-124-3p"
"1330","DLEU1","MIR1224","miR-1224-5p"
"1331","DLEU1","MIR3934","miR-3934-5p"
"1332","HCP5","MIR1-2","miR-1-3p"
"1333","HCP5","MIR1-1","miR-1-3p"
"1334","HCP5","MIR101-1","miR-101-3p"
"1335","HCP5","MIR101-2","miR-101-3p"
"1336","PPP1R26-AS1","MIR122","miR-122-5p"
"1337","CCDC18-AS1","MIR124-1","miR-124-3p"
"1338","CCDC18-AS1","MIR124-2","miR-124-3p"
"1339","CCDC18-AS1","MIR124-3","miR-124-3p"
"1340","CCDC18-AS1","MIR1-2","miR-1-3p"
"1341","CCDC18-AS1","MIR1-1","miR-1-3p"
"1342","DLEU1","MIR940","miR-940"
"1343","DLEU1","MIR940","miR-940"
"1344","SH3BP5-AS1","MIR1193","miR-1193"
"1345","SH3BP5-AS1","MIR1193","miR-1193"
"1346","OIP5-AS1","MIR105-1","miR-105-5p"
"1347","OIP5-AS1","MIR105-2","miR-105-5p"
"1348","OIP5-AS1","MIR1179","miR-1179"
"1349","OIP5-AS1","MIR1179","miR-1179"
"1350","OIP5-AS1","MIR1197","miR-1197"
"1351","OIP5-AS1","MIR1197","miR-1197"
"1352","TTC28-AS1","MIR103A2","miR-103a-3p"
"1353","TTC28-AS1","MIR103A1","miR-103a-3p"
"1354","TTC28-AS1","MIR106A","miR-106a-5p"
"1355","TMPO-AS1","MIR1179","miR-1179"
"1356","TMPO-AS1","MIR1179","miR-1179"
"1357","LINC00173","MIR765","miR-765"
"1358","LINC00173","MIR765","miR-765"
"1359","LINC00662","MIR15A","miR-15a-5p"
"1360","RAET1K","MIR100","miR-100-5p"
"1361","TUG1","MIR455","miR-455-3p"
"1362","HOTAIR","MIR130A","miR-130a-3p"
"1363","HOTAIR","MIR23B","miR-23b-3p"
"1364","MEG3","MIR483","miR-483-3p"
"1365","MEG3","MIR9-1","miR-9-5p"
"1366","MEG3","MIR9-2","miR-9-5p"
"1367","MEG3","MIR9-3","miR-9-5p"
"1368","MEG3","MIR10A","miR-10a-5p"
"1369","NEAT1","MIR155","miR-155"
"1370","NEAT1","MIR155","miR-155"
"1371","CCAT1","MIR30C2","miR-30c-2-3p"
"1372","HCG11","MIR26A1","miR-26a-5p"
"1373","HCG11","MIR26A2","miR-26a-5p"
"1374","LINC00665","MIR186","miR-186-5p"
"1375","HULC","MIR2052","miR-2052"
"1376","HULC","MIR2052","miR-2052"
"1377","DANCR","MIR214","miR-214"
"1378","DANCR","MIR214","miR-214"
"1379","DANCR","MIR320A","miR-320a"
"1380","DANCR","MIR320A","miR-320a"
"1381","ANRIL","MIR384","miR-384"
"1382","ANRIL","MIR384","miR-384"
"1383","ANRIL","MIR144","miR-144"
"1384","ANRIL","MIR144","miR-144"
"1385","HOXD-AS1","MIR421","miR-421"
"1386","HOXD-AS1","MIR421","miR-421"
"1387","Linc00261","MIR558","miR-558"
"1388","Linc00261","MIR558","miR-558"
"1389","CASC11","MIR150","miR-150"
"1390","CASC11","MIR150","miR-150"
"1391","PAPAS","MIR188","miR-188-5p"
"1392","LINC00963","MIR204","miR-204-3p"
"1393","LINC00473","MIR374A","miR-374a-5p"
"1394","LINC00339","MIR152","miR-152"
"1395","LINC00339","MIR152","miR-152"
"1396","SOX2-OT","MIR146B","miR-146b-5p"
"1397","HOXA11-AS","MIR15A","miR-15a-3p"
"1398","XIST","MIR376C","miR-376c-5p"
"1399","NORAD","MIR155","miR-155-5p"
"1400","ADAMTS9-AS2","MIR27A","miR-27a-3p"
"1401","LINC02582","MIR200C","miR-200c"
"1402","LINC02582","MIR200C","miR-200c"
"1403","LINC00518","MIR204","miR-204-5p"
"1404","NNT-AS1","MIR1301","miR-1301-3p"
"1405","MALAT1","MIR608","miR-608"
"1406","MALAT1","MIR608","miR-608"
"1407","SNHG1","MIR361","miR-361-3p"
"1408","CTBP1-AS2","MIR3163","miR-3163"
"1409","CTBP1-AS2","MIR3163","miR-3163"
"1410","MIAT","MIR149","miR-149-5p"
"1411","FOXD3-AS1","MIR127","miR-127-3p"
"1412","LncZEB1-AS1","MIR302B","miR-302b"
"1413","LncZEB1-AS1","MIR302B","miR-302b"
"1414","DGCR5","MIR3619","miR-3619-5p"
"1415","DLX6-AS1","MIR577","miR-577"
"1416","DLX6-AS1","MIR577","miR-577"
"1417","SNHG14","MIR193A","miR-193a-3p"
"1418","UCA1","MIR497","miR-497-3p"
"1419","SNHG16","MIR200A","miR-200a-3p"
"1420","ZFPM2-AS1","MIR1226","miR-1226-3p"
"1421","Lnc-OC1","MIR34A","miR-34a"
"1422","Lnc-OC1","MIR34A","miR-34a"
"1423","SLC16A1-AS1","MIR301B","miR-301b-3p"
"1424","UCA1","MIR138-2","miR-138-5p"
"1425","UCA1","MIR138-1","miR-138-5p"
"1426","KCNQ1OT1","MIR149","miR-149"
"1427","KCNQ1OT1","MIR149","miR-149"
"1428","TMPO-AS1","MIR320A","miR-320a"
"1429","TMPO-AS1","MIR320A","miR-320a"
"1430","LINC01535","MIR214","miR-214-3p"
"1431","HOTAIR","MIR204","miR-204-5p"
"1432","DLX6-AS1","MIR195","miR-195-5p"
"1433","LINC01123","MIR34A","miR-34a-5p"
"1434","KCNQ1OT1","MIR329-1","miR-329-3p"
"1435","KCNQ1OT1","MIR329-2","miR-329-3p"
"1436","H1FX-AS1","MIR324","miR-324-3p"
"1437","HOXA-AS2","MIR302C","miR-302c-3p"
"1438","SLCO4A1-AS1","MIR4701","miR-4701-5p"
"1439","TUG1","MIR498","miR-498"
"1440","TUG1","MIR498","miR-498"
"1441","HOXC13-AS","MIR378G","miR-378g"
"1442","HOXC13-AS","MIR378G","miR-378g"
"1443","LINC00665","MIR214","miR-214-3p"
"1444","MFI2-AS1","MIR125A","miR-125a-5p"
"1445","TP73-AS1","MIR27B","miR-27b-3p"
"1446","MCM3AP-AS1","MIR15A","miR-15a"
"1447","MCM3AP-AS1","MIR15A","miR-15a"
"1448","H19","MIR520A","miR-520a-3p"
"1449","LINC00514","MIR28","miR-28-5p"
"1450","TRG-AS1","MIR4500","miR-4500"
"1451","TRG-AS1","MIR4500","miR-4500"
"1452","LINC00441","MIR450B","miR-450b-5p"
"1453","ACTA2-AS1","MIR143","miR-143-3p"
"1454","CASC2","MIR9-1","miR-9-5p"
"1455","CASC2","MIR9-2","miR-9-5p"
"1456","CASC2","MIR9-3","miR-9-5p"
"1457","OIP5-AS1","MIR140","miR-140-5p"
"1458","XIST","MIR125B1","miR-125b-5p"
"1459","XIST","MIR125B2","miR-125b-5p"
"1460","TGFB2-AS1","MIR340","miR-340-5p"
"1461","LINC00665","MIR9-1","miR-9-5p"
"1462","LINC00665","MIR9-2","miR-9-5p"
"1463","LINC00665","MIR9-3","miR-9-5p"
"1464","NFIA-AS2","MIR655","miR-655-3p"
"1465","HNF1A-AS1","MIR363","miR-363-3p"
"1466","GAS5","MIR92A1","miR-92a-3p"
"1467","GAS5","MIR92A2","miR-92a-3p"
"1468","SNHG1","MIR143","miR-143-3p"
"1469","SNHG6","MIR485","miR-485-3p"
"1470","NEAT1","MIR770","miR-770-5p"
"1471","LINC01089","MIR27B","miR-27b-3p"
"1472","LSINCT5","MIR20A","miR-20a-5p"
"1473","SNHG3","MIR154","miR-154-3p"
"1474","SNHG17","MIR876","miR-876-5p"
"1475","SNHG1","MIR3127","miR-3127-5p"
"1476","NEAT1","MIR202","miR-202-3p"
"1477","LOXL1-AS1","MIR21","miR-21"
"1478","LOXL1-AS1","MIR21","miR-21"
"1479","JPX","MIR944","miR-944"
"1480","JPX","MIR944","miR-944"
"1481","SNHG7","MIR449A","miR-449a"
"1482","SNHG7","MIR449A","miR-449a"
"1483","LINC00301","MIR1276","miR-1276"
"1484","LINC00301","MIR1276","miR-1276"
"1485","NEAT1","MIR142","miR-142-3p"
"1486","LINC00858","MIR134","miR-134-5p"
"1487","SNHG7","MIR324","miR-324-3p"
"1488","SNHG7","MIR342","miR-342-3p"
"1489","SNHG7","MIR216B","miR-216b"
"1490","SNHG7","MIR216B","miR-216b"
"1491","MIR99AHG","MIR577","miR-577"
"1492","MIR99AHG","MIR577","miR-577"
"1493","PWRN1","MIR214","miR-214-5p"
"1494","LINC00662","MIR497","miR-497-5p"
"1495","TTTY15","MIR337","miR-337-3p"
"1496","GSEC","MIR588","miR-588"
"1497","GSEC","MIR588","miR-588"
"1498","CTBP1-AS2","MIR155","miR-155-5p"
"1499","ZNF281","MIR144","miR-144"
"1500","ZNF281","MIR144","miR-144"
"1501","DLEU1","MIR490","miR-490"
"1502","DLEU1","MIR490","miR-490"
"1503","DLEU1","MIR381","miR-381"
"1504","DLEU1","MIR381","miR-381"
"1505","PSMG3-AS1","MIR143","miR-143-3p"
"1506","NEAT1","MIR146B","miR-146b-5p"
"1507","AGAP2-AS1","MIR628","miR-628-5p"
"1508","HCG18","MIR152","miR-152-3p"
"1509","UCA1","MIR23B","miR-23b-3p"
"1510","STAT3","MIR1299","miR-1299"
"1511","STAT3","MIR1299","miR-1299"
"1512","LEMD1-AS1","MIR183","miR-183-5p"
"1513","ST7-AS1","MIR543","miR-543"
"1514","ST7-AS1","MIR543","miR-543"
"1515","LINC00501","MIR129-1","miR-129-5p"
"1516","LINC00501","MIR129-2","miR-129-5p"
"1517","DUXAP8","MIR409","miR-409-3p"
"1518","TTN-AS1","MIR320A","miR-320a"
"1519","TTN-AS1","MIR320A","miR-320a"
"1520","GAS6-AS2","MIR3619","miR-3619-5p"
"1521","LOC146880","MIR539","miR-539-5p"
"1522","ZFPM2-AS1","MIR139","miR-139"
"1523","ZFPM2-AS1","MIR139","miR-139"
"1524","LINC02418","MIR4677","miR-4677-3p"
"1525","HCG11","MIR942","miR-942-5p"
"1526","LINC01133","MIR216A","miR-216a-5p"
"1527","PCGEM1","MIR433","miR-433-3p"
"1528","CASC2","MIR31","miR-31-5p"
"1529","LEF1-AS1","MIR10A","miR-10a-5p"
"1530","NR2F1-AS1","MIR493","miR-493-5p"
"1531","LNC473","MIR574","miR-574"
"1532","LNC473","MIR574","miR-574"
"1533","LNC474","MIR15B","miR-15b"
"1534","LNC474","MIR15B","miR-15b"
"1535","TPT1-AS1","MIR23A","miR-23a-5p"
"1536","HOTTIP","MIR615","miR-615-3p"
"1537","SNHG6","MIR186","miR-186"
"1538","SNHG6","MIR186","miR-186"
"1539","LINC00992","MIR3935","miR-3935"
"1540","LINC00992","MIR3935","miR-3935"
"1541","Hoxaas3","MIR450B","miR-450b-5p"
"1542","NEAT1","MIR140","miR-140-3p"
"1543","lnc-NOS2P3","MIR939","miR-939-5p"
"1544","HCG11","MIR522","miR-522-3p"
"1545","GABPB1-AS1","MIR519E","miR-519e-5p"
"1546","MEG3","MIR223","miR-223"
"1547","MEG3","MIR223","miR-223"
"1548","TP73-AS1","MIR216A","miR-216a-5p"
"1549","LINC00210","MIR342","miR-342-3p"
"1550","ZFAS1","MIR590","miR-590-3p"
"1551","WEE2-AS1","MIR520F","miR-520f-3p"
"1552","LncUBE2R2-AS1","MIR302B","miR-302b"
"1553","LncUBE2R2-AS1","MIR302B","miR-302b"
"1554","MIAT","MIR490","miR-490-3p"
"1555","ZFAS1","MIR761","miR-761"
"1556","ZFAS1","MIR761","miR-761"
"1557","TUG1","MIR532","miR-532-5p"
"1558","NEAT1","MIR138-2","miR-138-5p"
"1559","NEAT1","MIR138-1","miR-138-5p"
"1560","LINC01541","MIR506","miR-506-5p"
"1561","RPPH1","MIR326","miR-326"
"1562","RPPH1","MIR326","miR-326"
"1563","CCAT2","MIR217","miR-217"
"1564","CCAT2","MIR217","miR-217"
"1565","XIST","MIR337","miR-337"
"1566","XIST","MIR337","miR-337"
"1567","Linc-PINT","MIR523","miR-523-3p"
"1568","PVT1","MIR214","miR-214"
"1569","PVT1","MIR214","miR-214"
"1570","PVT2","MIR215","miR-215"
"1571","PVT2","MIR215","miR-215"
"1572","LEF1-AS1","MIR489","miR-489-3p"
"1573","SNAI3-AS1","MIR27A","miR-27a-3p"
"1574","SNAI3-AS1","MIR34A","miR-34a-5p"
"1575","UCA1","MIR873","miR-873-5p"
"1576","XIST","MIR338","miR-338-3p"
"1577","PCAT6","MIR185","miR-185-5p"
"1578","KCNQ1OT1","MIR15A","miR-15a"
"1579","KCNQ1OT1","MIR15A","miR-15a"
"1580","TUG1","MIR29C","miR-29c-3p"
"1581","LINC00491","MIR324","miR-324-5p"
"1582","HEIH","MIR98","miR-98-5p"
"1583","LOXL1-AS1","MIR708","miR-708-5p"
"1584","LINC00460","MIR613","miR-613"
"1585","LINC00460","MIR613","miR-613"
"1586","FTX","MIR214","miR-214-5p"
"1587","KTN1-AS1","MIR130A","miR-130a-5p"
"1588","MIR31HG","MIR361","miR-361-3p"
"1589","THRIL","MIR424","miR-424"
"1590","THRIL","MIR424","miR-424"
"1591","LncRNA-SNHG29","MIR200B","miR-200b-3p"
"1592","TP73-AS1","MIR539","miR-539"
"1593","TP73-AS1","MIR539","miR-539"
"1594","DANCR","MIR4319","miR-4319"
"1595","DANCR","MIR4319","miR-4319"
"1596","lnc_000231","MIR497","miR-497-5p"
"1597","CDKN2B-AS1","MIR141","miR-141"
"1598","CDKN2B-AS1","MIR141","miR-141"
"1599","TUG1","MIR34C","miR-34c"
"1600","TUG1","MIR34C","miR-34c"
"1601","EIF3J-AS1","MIR373","miR-373-3p"
"1602","LRRC75A-AS1","MIR380","miR-380-3p"
"1603","RP11-480I12.5-004","MIR29C","miR-29c-3p"
"1604","MALAT1","MIR126","miR-126-5p"
"1605","LncRNA-599547","MIR15B","miR-15b-5p"
"1606","ACTA2-AS1","MIR378","miR-378a-3p"
"1607","ACTA2-AS1","MIR4428","miR-4428"
"1608","ACTA2-AS1","MIR4428","miR-4428"
"1609","CERS6-AS1","MIR125A","miR-125a-5p"
"1610","VPS9D1-AS1","MIR491","miR-491-5p"
"1611","VPS9D1-AS1","MIR214","miR-214-3p"
"1612","TUG1","MIR152","miR-152-3p"
"1613","UCA1","MIR296","miR-296-3p"
"1614","TUG1","MIR221","miR-221-3p"
"1615","NEAT1","MIR185","miR-185-5p"
"1616","MAFG-AS1","MIR765","miR-765"
"1617","MAFG-AS1","MIR765","miR-765"
"1618","OIP5-AS1","MIR137","miR-137"
"1619","OIP5-AS1","MIR137","miR-137"
"1620","BLACAT1","MIR149","miR-149-5p"
"1621","IGFL2-AS1","MIR1224","miR-1224-5p"
"1622","CASC9","MIR590","miR-590-3p"
"1623","PART1","MIR503","miR-503-5p"
"1624","linc00174","MIR150","miR-150-5p"
"1625","lncRNA-EMS","MIR758","miR-758-3p"
"1626","NEAT1","MIR22","miR-22-3p"
"1627","SNHG20","MIR335","miR-335-5p"
"1628","HCG11","MIR875","miR-875"
"1629","HCG11","MIR875","miR-875"
"1630","ILF3-AS1","MIR454","miR-454-3p"
"1631","LINC01018","MIR499","miR-499a-5p"
"1632","HCG11","MIR214","miR-214-5p"
"1633","LINC00894","MIR429","miR-429"
"1634","LINC00894","MIR429","miR-429"
"1635","GAS5","MIR34B","miR-34b-3p"
"1636","TUG1","MIR29A","miR-29a"
"1637","TUG1","MIR29A","miR-29a"
"1638","Lnc-408","MIR654","miR-654-5p"
"1639","LINC_00355","MIR15A","miR-15a-5p"
"1640","ZFPM2","MIR515-1","miR-515-5p"
"1641","ZFPM2","MIR515-2","miR-515-5p"
"1642","NEAT1","MIR335","miR-335"
"1643","NEAT1","MIR335","miR-335"
"1644","Linc-KIAA1737-2","MIR27A","miR-27a-3p"
"1645","NEAT1","MIR224","miR-224-5p"
"1646","MSC-AS1","MIR325","miR-325"
"1647","MSC-AS1","MIR325","miR-325"
"1648","GAS5","MIR93","miR-93"
"1649","GAS5","MIR93","miR-93"
"1650","ILF3-AS1","MIR628","miR-628-5p"
"1651","PCA3","MIR132","miR-132-3p"
"1652","WDFY3-AS2","MIR139","miR-139-5p"
"1653","PART1","MIR937","miR-937-5p"
"1654","HLA-F-AS1","MIR17","miR-17-5p"
"1655","HLA-F-AS1","MIR20B","miR-20b-5p"
"1656","HILAR","MIR613","miR-613"
"1657","HILAR","MIR613","miR-613"
"1658","HILAR","MIR206","miR-206"
"1659","HILAR","MIR206","miR-206"
"1660","PITPNA-AS1","MIR448","miR-448"
"1661","PITPNA-AS1","MIR448","miR-448"
"1662","SNHG1","MIR493","miR-493-5p"
"1663","SLC25A25-AS1","MIR195","miR-195-5p"
"1664","Rian","MIR421","miR-421"
"1665","Rian","MIR421","miR-421"
"1666","OIP5-AS1","MIR128-1","miR-128-3p"
"1667","OIP5-AS1","MIR128-2","miR-128-3p"
"1668","HOXA11-AS","MIR3619","miR-3619-5p"
"1669","Linc00284","MIR27A","miR-27a"
"1670","Linc00284","MIR27A","miR-27a"
"1671","DNM3OS","MIR127","miR-127-5p"
"1672","LINC01116","MIR3141","miR-3141"
"1673","LINC01116","MIR3141","miR-3141"
"1674","LINC01133","MIR199A1","miR-199a-5p"
"1675","LINC01133","MIR199A2","miR-199a-5p"
"1676","TMEM161B-AS1","MIR23A","miR-23a-3p"
"1677","NEAT1","MIR182","miR-182-5p"
"1678","SNHG16","MIR520A","miR-520a-3p"
"1679","HCG18","MIR188","miR-188-5p"
"1680","LINC01410","MIR545","miR-545-3p"
"1681","ST8SIA6-AS1","MIR145","miR-145-5p"
"1682","DLX6-AS1","MIR15A","miR-15a-5p"
"1683","RP11-51O6.1","MIR206","miR-206"
"1684","RP11-51O6.1","MIR206","miR-206"
"1685","XIST","MIR362","miR-362"
"1686","XIST","MIR362","miR-362"
"1687","PCED1B-AS1","MIR411","miR-411-3p"
"1688","DUXAP8","MIR9-1","miR-9-3p"
"1689","DUXAP8","MIR9-2","miR-9-3p"
"1690","DUXAP8","MIR9-3","miR-9-3p"
"1691","MAFG-AS1","MIR339","miR-339-5p"
"1692","SNHG3","MIR515-1","miR-515-5p"
"1693","SNHG3","MIR515-2","miR-515-5p"
"1694","LINC00997","MIR574","miR-574-3p"
"1695","TUG1","MIR542","miR-542-3p"
"1696","FOXD2-AS1","MIR331","miR-331-3p"
"1697","MIR155HG","MIR194-1","miR-194-5p"
"1698","MIR155HG","MIR194-2","miR-194-5p"
"1699","SNHG6","MIR125B1","miR-125b-5p"
"1700","SNHG6","MIR125B2","miR-125b-5p"
"1701","KCNMB2-AS1","MIR3194","miR-3194-3p"
"1702","SOX2OT","MIR135A1","miR-135a-5p"
"1703","SOX2OT","MIR135A2","miR-135a-5p"
"1704","TUG1","MIR187","miR-187-3p"
"1705","XIST","MIR200B","miR-200b-3p"
"1706","SNHG12","MIR766","miR-766-5p"
"1707","MEG3","MIR7-1","miR-7-5p"
"1708","MEG3","MIR7-2","miR-7-5p"
"1709","MEG3","MIR7-3","miR-7-5p"
"1710","HULC","MIR663B","miR-663b"
"1711","HULC","MIR663B","miR-663b"
"1712","MEG8","MIR454","miR-454-3p"
"1713","LOC146880","MIR328","miR-328-5p"
"1714","MIAT","MIR641","miR-641"
"1715","MIAT","MIR641","miR-641"
"1716","H19","MIR139","miR-139"
"1717","H19","MIR139","miR-139"
"1718","LOC100129620","MIR335","miR-335-3p"
"1719","MEG3","MIR18A","miR-18a-3p"
"1720","PAX8-AS1","MIR1252","miR-1252-5p"
"1721","GAS5","MIR579","miR-579-3p"
"1722","SNHG14","MIR124-1","miR-124-3p"
"1723","SNHG14","MIR124-2","miR-124-3p"
"1724","SNHG14","MIR124-3","miR-124-3p"
"1725","XIST","MIR29C","miR-29c-3p"
"1726","LINC02288","MIR374A","miR-374a-3p"
"1727","MALAT1","MIR302D","miR-302d-3p"
"1728","CCDC144NL-AS1","MIR940","miR-940"
"1729","CCDC144NL-AS1","MIR940","miR-940"
"1730","GAS5","MIR217","miR-217"
"1731","GAS5","MIR217","miR-217"
"1732","USP30-AS1","MIR299","miR-299-3p"
"1733","LINC02308","MIR30E","miR-30e-3p"
"1734","GSEC","MIR202","miR-202-5p"
"1735","Lnc-ORA","MIR532","miR-532-3p"
"1736","SNHG14","MIR199B","miR-199b"
"1737","SNHG14","MIR199B","miR-199b"
"1738","H19","MIR143","miR-143"
"1739","H19","MIR143","miR-143"
"1740","HOTAIR","MIR20B","miR-20b"
"1741","HOTAIR","MIR20B","miR-20b"
"1742","LINC00680","MIR568","miR-568"
"1743","LINC00680","MIR568","miR-568"
"1744","HCP5","MIR3619","miR-3619-5p"
"1745","LINC01116","MIR744","miR-744-5p"
"1746","IRAK4","MIR19A","miR-19a"
"1747","IRAK4","MIR19A","miR-19a"
"1748","LBX1-AS1","MIR182","miR-182-5p"
"1749","LINC00261","MIR654","miR-654-5p"
"1750","NEAT1_2","MIR491","miR-491"
"1751","NEAT1_2","MIR491","miR-491"
"1752","SNHG14","MIR876","miR-876-5p"
"1753","DLGAP1-AS1","MIR149","miR-149-5p"
"1754","GAS5","MIR449B","miR-449b"
"1755","GAS5","MIR449B","miR-449b"
"1756","MALAT1","MIR515-1","miR-515-3p"
"1757","MALAT1","MIR515-2","miR-515-3p"
"1758","CircCDR1as","MIR432","miR-432-5p"
"1759","GAS5","MIR194-2","miR-194-3p"
"1760","LINC00470","MIR580","miR-580-3p"
"1761","MALAT1","MIR26B","miR-26b-5p"
"1762","MCM3AP-AS1","MIR193A","miR-193a-5p"
"1763","NEAT1","MIR126","miR-126"
"1764","NEAT1","MIR126","miR-126"
"1765","NORAD","MIR495","miR-495-3p"
"1766","PCA3","MIR140","miR-140-5p"
"1767","UCC","MIR143","miR-143-3p"
"1768","OXCT1-AS1","MIR195","miR-195"
"1769","OXCT1-AS1","MIR195","miR-195"
"1770","LINC01929","MIR137","miR-137-3p"
"1771","NEAT1","MIR324","miR-324-5p"
"1772","SNHG6","MIR543","miR-543"
"1773","SNHG6","MIR543","miR-543"
"1774","Neat1","MIR148A","miR-148a-3p"
"1775","Neat1","MIR22","miR-22-3p"
"1776","Neat1","MIR204","miR-204-5p"
"1777","SNHG1","MIR125B1","miR-125b-5p"
"1778","SNHG1","MIR125B2","miR-125b-5p"
"1779","TRPM2-AS","MIR497","miR-497"
"1780","TRPM2-AS","MIR497","miR-497"
"1781","NEAT1","MIR424","miR-424-5p"
"1782","SNHG12","MIR101-1","miR-101-3p"
"1783","SNHG12","MIR101-2","miR-101-3p"
"1784","MSC-AS1","MIR33B","miR-33b-5p"
"1785","CCAT1","MIR138-2","miR-138-5p"
"1786","CCAT1","MIR138-1","miR-138-5p"
"1787","MNX1-AS1","MIR744","miR-744-5p"
"1788","LINC01123","MIR516B2","miR-516b-5p"
"1789","LINC01123","MIR516B1","miR-516b-5p"
"1790","UCA1","MIR331","miR-331-3p"
"1791","PP7080","MIR670","miR-670-3p"
"1792","NEAT1","MIR93","miR-93-5p"
"1793","HOTAIR","MIR526B","miR-526b-3p"
"1794","THAP9-AS1","MIR133B","miR-133b"
"1795","THAP9-AS1","MIR133B","miR-133b"
"1796","MALAT1","MIR2355","miR-2355-3p"
"1797","DUXAP8","MIR635","miR-635"
"1798","DUXAP8","MIR635","miR-635"
"1799","HOXA10","MIR29A","miR-29a"
"1800","HOXA10","MIR29A","miR-29a"
"1801","MEG8","MIR497","miR-497-5p"
"1802","LIFR-AS1","MIR29A","miR-29a"
"1803","LIFR-AS1","MIR29A","miR-29a"
"1804","DUXAP8","MIR3182","miR-3182"
"1805","DUXAP8","MIR3182","miR-3182"
"1806","H19","MIR519D","miR-519d-3p"
"1807","DUXAP8","MIR29A","miR-29a-3p"
"1808","NORAD","MIR363","miR-363-3p"
"1809","LINC00958","MIR211","miR-211-5p"
"1810","XIST","MIR192","miR-192"
"1811","XIST","MIR192","miR-192"
"1812","LINC01816","MIR34C","miR-34c-5p"
"1813","CCDC183-AS1","MIR589","miR-589-5p"
"1814","LINC00173","MIR641","miR-641"
"1815","LINC00173","MIR641","miR-641"
"1816","MALAT1","MIR181B1","miR-181b-5p"
"1817","MALAT1","MIR181B2","miR-181b-5p"
"1818","Circ-RNF13","MIR424","miR-424-5p"
"1819","LINC00504","MIR876","miR-876-3p"
"1820","OIP5-AS1","MIR135A1","miR-135a-5p"
"1821","OIP5-AS1","MIR135A2","miR-135a-5p"
"1822","SNHG16","MIR141","miR-141-3p"
"1823","linc01184","MIR331","miR-331"
"1824","linc01184","MIR331","miR-331"
"1825","HAND2-AS1","MIR143","miR-143-3p"
"1826","XIST","MIR1264","miR-1264"
"1827","XIST","MIR1264","miR-1264"
"1828","LINC00473","MIR497","miR-497-5p"
"1829","SNHG17","MIR384","miR-384"
"1830","SNHG17","MIR384","miR-384"
"1831","AGAP2-AS1","MIR296","miR-296"
